type,job_title,job_area,salary_bot,salary_top,year,education,company_title,company_info,skill,publis_name,welfare
硬件工程师,硬件工程师,淮南,7000,12000,3-5,大专,北京大翔航空科技,铁路/船舶/航空/航天制造未融资0-20人,智能硬件/可穿戴设备 芯片/半导体/集成电路 电子电气/自动化相关专业 硬件开发经验 通信相关专业, 杨先生, 
硬件工程师,硬件工程师,上海,16250,32500,3-5,大专,易飞扬创投YEFAYE,通信/网络设备未融资100-499人,嵌入式硬件开发 电路设计 硬件测试 仪器仪表工程师 示波器 信号发生器 烙铁, 王先生,五险一金，底薪加提成，加班补助，零食下午茶，节日福利，绩效奖金，生日福利，带薪年假，团建聚餐，年终奖
硬件工程师,硬件工程师,深圳,15000,30000,3-5,大专,神州云海,智能硬件B轮100-499人,智能硬件/可穿戴设备 计算机相关专业 电子电气/自动化相关专业 硬件开发经验, 邓女士,带薪年假，员工旅游，年终奖，补充医疗保险，交通补助，全勤奖，节日福利，五险一金，加班补助
硬件工程师,硬件工程师,无锡,8666,14083,3-5,大专,长仪集团,仪器仪表/工业自动化未融资500-999人,芯片/半导体/集成电路 通信相关专业 机械设计制造相关专业 电子电气/自动化相关专业 智能硬件/可穿戴设备 PCB设计 手机/电脑/通讯终端, 马女士,年终奖，定期体检，工龄奖，意外险，五险一金
硬件工程师,硬件工程师,武汉,15000,25000,3-5,大专,中飞芯电,通信/网络设备0-20人,芯片/半导体/集成电路 手机/电脑/通讯终端 计算机相关专业 硬件开发经验 硬件项目管理经验, 宋先生, 
硬件工程师,硬件工程师,温州,8000,9000,3-5,大专,青墨湾,电力/热力/燃气/水利100-499人,芯片/半导体/集成电路 电子电气/自动化相关专业, 梅女士,节日福利，员工旅游，加班补助，五险一金
硬件工程师,硬件工程师,石家庄,4000,8000,3-5,大专,漫驰电梯配件,智能硬件不需要融资0-20人,芯片/半导体/集成电路 电子电气/自动化相关专业, 韩女士,保底工资，绩效奖金
硬件工程师,硬件工程师,江门,4000,5000,3-5,大专,盈木,信息安全未融资0-20人,硬件测试 功能测试, 杨先生,节日福利，五险一金，加班补助，交通补助，员工旅游，生日福利，带薪年假，团建聚餐，底薪加提成，年终奖，零食下午茶
硬件工程师,硬件工程师,厦门,8000,12000,3-5,大专,智健互联,智能硬件不需要融资20-99人,智能硬件/可穿戴设备 电子电气/自动化相关专业 硬件开发经验, 谢先生,夜班补助，节日福利，节假日加班费，五险一金，法定节假日三薪，工龄奖，团建聚餐，底薪加提成，加班补助，通讯补贴，餐补，交通补助，全勤奖，住房补贴，定期体检
硬件工程师,硬件工程师,青岛,10000,11000,3-5,大专,矿机华信,机械设备/机电/重工不需要融资20-99人,单片机开发 PCB设计, 陈女士,五险一金，全勤奖，零食下午茶，年终奖，节日福利，住房补贴，餐补
硬件工程师,硬件工程师,武汉,15000,20000,3-5,大专,武汉承远,电子/半导体/集成电路不需要融资20-99人,示波器, 尹女士,高温补贴，员工旅游，绩效奖金，工龄奖，包住，生日福利，夜班补助，带薪年假，餐补，年终奖，定期体检，五险一金
硬件工程师,硬件工程师,绍兴,11666,17500,3-5,大专,天津大学浙江创智院,其他行业20-99人,智能硬件/可穿戴设备 芯片/半导体/集成电路 硬件开发经验 硬件项目管理经验 PCB, 张女士,生日福利，带薪年假，节日福利，五险一金，年终奖，绩效奖金，团建聚餐，住房补贴，交通补助，员工旅游，定期体检
硬件工程师,硬件工程师,武汉,8000,12000,3-5,大专,芯锐数科,智能硬件0-20人,汽车硬件产品 智能硬件/可穿戴设备 电池/电源类产品, 王先生, 
硬件工程师,硬件工程师,深圳,8000,13000,3-5,大专,随拍科技,智能硬件A轮20-99人,芯片/半导体/集成电路 音视频/显示类产品 智能硬件/可穿戴设备, 陈女士,团建聚餐，节日福利，员工旅游，零食下午茶，年终奖，定期体检，五险一金
硬件工程师,硬件工程师,温州,6000,10000,3-5,大专,众弗电气,电子商务0-20人,电路设计 硬件工程师 电子工程师 硬件测试, 程先生, 
硬件工程师,资深硬件工程师,西安,31250,43750,3-5,大专,爱士惟,新能源不需要融资1000-9999人,电池/电源类产品, 张先生,带薪年假，餐补，保底工资，年终奖，团建聚餐，生日福利，员工旅游，包吃，节日福利，补充医疗保险，五险一金
硬件工程师,BMS硬件工程师,武汉,12000,24000,3-5,大专,骆驼股份,新能源已上市1000-9999人,电池/电源类产品 硬件开发经验 英语读写能力良好 Layout 元器件 PCB, 陈女士,带薪年假，定期体检，五险一金，工作餐
硬件工程师,硬件工程师助理,深圳,4000,9000,3-5,大专,龙汾科技,电子商务未融资20-99人,硬件工程师 焊接工程师 电子半导体 FPGA开发 PADS, 师先生,包吃，加班补助，零食下午茶，五险一金，带薪年假
硬件工程师,pcb硬件工程师,天津,10833,15166,3-5,大专,吉诺科技,仪器仪表/工业自动化不需要融资500-999人,芯片/半导体/集成电路 汽车硬件产品 电池/电源类产品 通信相关专业 电子电气/自动化相关专业 硬件开发经验 工业自动化, 李先生,包吃，免费班车，高温补贴，绩效奖金，节日福利，五险一金，交通补助，带薪年假，通讯补贴，年终奖，团建聚餐
移动端,产品经理 移动端,北京,15000,25000,3-5,本科,来点别的,互联网未融资20-99人,数据产品 用户/功能产品 金融产品 互联网金融, 刘女士,定期体检，每年2次调薪，带薪病假，五险一金，弹性工作，补充医疗保险，带薪年假，8天年假，团建聚餐，全勤奖，节日福利，零食下午茶，交通补助，工龄奖，交通补贴，工龄补贴
移动端,美工 交互设计 移动端 程序设计,日照,5000,9000,3-5,本科,禾顺顺科技,电子商务A轮20-99人,PhotoShop CorelDRAW UI设计 网页设计 平面设计 全职兼职均可 AI CAD, 江女士,全勤奖，零食下午茶，员工旅游，餐补，年终奖，五险一金，带薪年假，包吃，定期体检，节日福利
移动端,java php 移动端 程序员,烟台,1000,2000,3-5,本科,数图科技,计算机软件A轮20-99人,Java PHP, 王先生,股票期权，绩效奖金，团建聚餐，定期体检，节日福利，生日福利，五险一金，员工旅游，全勤奖，带薪年假，法定节假日三薪，节假日加班费，年终奖
移动端,移动端测试,上海,17500,25666,3-5,本科,Cognizant,计算机软件已上市1000-9999人,MySQL 计算机相关专业 测试开发经验 H5/小程序测试经验 功能测试 电商 移动端测试, 王女士,餐补，免费班车，节日福利，五险一金，带薪年假，年终奖，定期体检，交通补助，补充医疗保险
移动端,移动端测试,海口,3000,6000,3-5,本科,海南博浩,互联网金融未融资0-20人,通信相关专业, 吴先生, 
移动端,移动端测试,昆明,3000,5000,3-5,本科,渺瀚商务信息咨询,咨询未融资0-20人,Python 计算机相关专业 通信相关专业, 李先生,加班补助，带薪年假，年终奖，定期体检，员工旅游
移动端,移动端测试,杭州,20000,40000,3-5,本科,网易,互联网已上市10000人以上,测试工程师 自动化测试 Python Java 移动端 IM通讯 移动端测试, 孟女士,年终奖，全勤奖，定期体检，带薪年假，免费班车，补充医疗保险，五险一金，包吃，节日福利
移动端,移动端测试,西安,3041,6083,3-5,本科,饭乐科技,互联网不需要融资20-99人,APP测试 功能测试 Android测试 性能测试 Python Shell Appium, 卫先生,年终奖，股票期权，零食下午茶，五险一金，餐补，交通补助，包吃，定期体检，带薪年假，节日福利，员工旅游，补充医疗保险
移动端,移动端工程师,武汉,15000,20000,3-5,本科,武汉宝石科技有限公司,智能硬件不需要融资20-99人,前端开发经验 Flutter 跨平台开发, 汪女士,保底工资，年终奖，五险一金，包住，工龄奖，绩效奖金，底薪加提成，交通补助，宿舍有空调
移动端,移动端开发,无锡,11000,20000,3-5,本科,金云智联,计算机软件未融资20-99人,Android客户端产品研发, 贺先生,保底工资，节日福利，五险一金，带薪年假，加班补助，团建聚餐，节假日加班费，法定节假日三薪，定期体检，通讯补贴，年终奖，交通补助，绩效奖金，意外险
移动端,移动端安全,武汉,18000,30000,3-5,本科,刀锋互娱,互联网A轮500-999人,Android逆向, 王女士,年终奖，周末双休，全勤奖，员工旅游，零食下午茶，带薪年假，加班补助，定期体检，节日福利
移动端,移动端测试,烟台,6000,11000,3-5,本科,海颐软件,计算机软件已上市500-999人,SQLite AndroidStudio Hybrid开发 Java, 牟先生,交通补助，零食下午茶，定期体检，包吃，带薪年假，住房补贴，年终奖，餐补，通讯补贴，加班补助，五险一金，节日福利
移动端,移动端测试,北京,13000,20000,3-5,本科,百度,互联网已上市10000人以上,功能测试 性能测试 自动化测试, 周女士,员工旅游，定期体检，带薪年假，年终奖，住房补贴，免费班车，节日福利，娱乐健身，交通补助，五险一金，补充医疗保险，加班补助，通讯补贴，零食下午茶，餐补
移动端,移动端c++工程师,深圳,25000,50000,3-5,本科,影石Insta360,智能硬件D轮及以上1000-9999人,C++ 计算机相关专业 C++服务端开发经验 音视频相关开发经验, 林先生,五险一金，带薪年假，节日福利，定期体检，年终奖，零食下午茶
移动端,移动端产品经理,深圳,11916,23833,3-5,本科,中腾信联,互联网20-99人,移动端产品, 王先生, 
移动端,移动端ios开发,郑州,15000,25000,3-5,本科,牧原食品股份有限公司,农/林/牧/渔已上市10000人以上,功能开发, 马先生,节日福利，定期团建，补充医疗保险，生日福利，工龄奖，餐补，全勤奖，宿舍有空调，五险一金，交通补助，股票期权，包住，通讯补贴，定期体检，绩效奖金，员工旅游，五险一金，带薪年假，团建聚餐，年终奖
移动端,资深移动端工程师,北京,31250,62500,3-5,本科,成都寮达科技有限公司,互联网不需要融资500-999人,Flutter, 张先生,餐补，五险一金，年终奖，股票期权，带薪年假
移动端,移动端产品经理,成都,17500,35000,3-5,本科,热狗科技,互联网不需要融资20-99人,C端产品 客户端产品 移动端产品, 齐女士,餐补，五险一金，股票期权，带薪年假，定期体检
移动端,移动端产品经理,北京,17500,35000,3-5,本科,极客方舟,移动互联网不需要融资20-99人,移动端产品, 张女士,交通补助，零食下午茶，带薪年假，补充医疗保险，意外险，绩效奖金，定期体检，节假日加班费，生日福利，员工旅游，节日福利，团建聚餐，年终奖，法定节假日三薪，五险一金，股票期权，餐补
移动端,移动端技术高级专家,北京,50000,87500,3-5,本科,滴滴,移动互联网D轮及以上1000-9999人,团队管理经验 架构设计 技术方案规划 移动端 ios Android, 刘女士,五险一金，补充医疗保险，定期体检
移动端,移动端混合开发,珠海,10000,15000,3-5,本科,赞同科技,互联网未融资1000-9999人,JavaScript CSS HTML 移动端 Android iOS 网络协议, 王先生,节日福利，补充公积金，带薪年假，定期体检，出差补助，五险一金
移动端,Flutter移动端工程师,西安,12000,18000,3-5,本科,医链集团,医疗健康未融资100-499人,Flutter Swift Objective-C iOS, 耿女士,生日福利，节日福利，带薪年假，绩效奖金，五险一金
移动端,移动端产品经理,深圳,10000,15000,3-5,本科,深圳爱剪辑,计算机软件20-99人,移动端产品 C端产品 增长产品, 于女士,员工旅游，年终奖，意外险，带薪年假，生日福利，五险一金，团建聚餐，定期体检，节日福利
移动端,移动端副leader,东莞,24000,46666,3-5,本科,华锦新能源,储能A轮100-499人,Java 后端开发, 贾先生,团建聚餐，年终奖，节日福利，五险一金，保底工资，带薪年假，员工旅游，底薪加提成
移动端,移动端开发,西安,11000,16000,3-5,本科,中软国际,计算机软件已上市10000人以上,Kotlin Android开发经验 ios swift, 宋女士,五险一金，加班补助，定期体检，免费班车，餐补，年终奖，员工旅游，带薪年假，节日福利，零食下午茶
移动端,前端/移动端,北京,25000,50000,3-5,本科,美团,互联网已上市10000人以上,Android客户端产品研发 架构设计/优化 研发流程优化 Java React Native 架构设计能力 计算机/软件工程相关专业 Android开发经验 前端开发经验, 陈先生,宿舍有空调
移动端,移动端开发,苏州,10000,13000,3-5,本科,中讯邮电咨询设计院,移动互联网1000-9999人,Flutter React Native, 范女士, 
移动端,移动端推广运营,阜阳,6000,11000,3-5,本科,河姆渡,移动互联网不需要融资500-999人,新媒体运营 移动端商城运营 移动端销售推广 电商平台 社区平台 社交平台 搜索引擎/平台 直播平台, 孙女士,年终奖，加班补助，股票期权，交通补助，带薪年假，定期体检，全勤奖，零食下午茶，免费班车，节日福利，五险一金，餐补，通讯补贴
移动端,移动端技术经理,苏州,12833,23333,3-5,本科,势之来数字科技,计算机软件不需要融资20-99人,Android客户端产品研发 架构设计/优化 研发流程优化 Java Flutter HTML5 计算机/软件工程相关专业 Android开发经验 架构经验, 梁女士,带薪年假，零食下午茶，五险一金，节日福利，年终奖，团建聚餐，员工旅游，餐补，保底工资
移动端,移动端测试,大连,5000,7000,3-5,本科,迪曼信息技术,计算机软件未融资20-99人,手机测试, 赵女士,通讯补贴，五险一金，加班补助，带薪年假，定期体检
移动端,移动端测试,长春,3000,4000,经验不限,大专,冰择科技,其他行业未融资20-99人,测试工程师, 张先生,员工旅游，年终奖，五险一金，带薪年假，节日福利
移动端,移动端测试,合肥,8000,12000,经验不限,大专,南京启新,在线教育0-20人,iOS/Android测试经验, 成先生, 
移动端,移动端开发,武汉,35000,40000,经验不限,大专,建普信息,计算机软件未融资0-20人,Java HTML5 计算机/软件工程相关专业 Android开发经验 前端开发经验, 王先生,五险一金
移动端,移动端测试,枣庄,6000,10000,经验不限,大专,锦辉科技,交通/运输未融资20-99人,功能测试, 杨女士,包吃，节日福利，底薪加提成，员工旅游，保底工资，团建聚餐，绩效奖金
移动端,移动端测试,大连,3000,6000,经验不限,大专,腾联网络,电子商务天使轮20-99人,软件测试 测试 功能测试, 薛先生, 
移动端,移动端开发,武汉,10833,16250,经验不限,大专,简亦·新,计算机软件未融资20-99人,Unity3D 计算机/软件工程相关专业 Unity3D开发经验, 杨先生,五险一金，餐补，全勤奖，股票期权，带薪年假，通讯补贴，交通补助，员工旅游，年终奖，加班补助，节日福利
移动端,移动端测试,连云港,4000,5000,经验不限,大专,网隆电商,电子商务0-20人,功能测试 性能测试 APP测试 手机测试 小程序测试 移动端自动化测试 iOS测试 Android测试, 王先生, 
移动端,移动端开发,泉州,4333,8666,经验不限,大专,信成电子科技有限公司,通信/网络设备未融资0-20人,Android客户端产品研发 研发流程优化 Flutter 计算机/软件工程相关专业 前端开发经验, 林先生,团建聚餐，员工旅游，带薪年假，保底工资，节日福利，五险一金，绩效奖金，年终奖，零食下午茶
移动端,H5前端/移动端职位,西安,5000,10000,经验不限,大专,玖唐科技,计算机软件0-20人,计算机/软件工程相关专业 前端开发经验, 刘女士,加班补助，年终奖，带薪年假，员工旅游
移动端,移动端测试工程师,郑州,10833,16250,经验不限,大专,小熊博望,互联网未融资100-499人,iOS/Android测试经验 安卓 iOS app, 李女士,包吃，带薪年假，节日福利，年终奖，加班补助，零食下午茶，员工旅游，交通补助，补充医疗保险，股票期权，定期体检，五险一金
移动端,移动端技术合伙人,杭州,15000,20000,经验不限,大专,共擎科技,计算机软件未融资0-20人,计算机/软件工程相关专业 混合开发经验 全栈开发经验 功能开发 性能优化 Objective-C Swift Flutter, 卢先生,股票期权
移动端,移动端测试工程师,衢州,5000,10000,经验不限,大专,北京芯境,互联网20-99人,测试工程师 软件测试 性能测试 自动化测试 接口测试 移动端测试 Appium Monkey, 杨女士, 
移动端,移动端产品经理,深圳,8000,13000,经验不限,大专,上翼技术,计算机软件未融资20-99人,C端产品 移动端产品, 钟女士,定期体检，股票期权，加班补助，年终奖，带薪年假，零食下午茶，员工旅游，节日福利，电脑补贴
移动端,移动端产品经理,宜昌,8000,12000,经验不限,大专,湖北盈方,智能硬件不需要融资0-20人,前端产品 H5网页产品 市场调研 需求分析 墨刀 Visio TO B TO C, 李先生,五险一金
移动端,产品经理(移动端),北京,21666,43333,经验不限,大专,鲨鱼记账,互联网A轮20-99人,C端产品 功能产品 用户产品 TO C 移动端产品 产品设计 市场调研, 嵇先生,带薪年假，员工旅游，节日福利，五险一金，住房补贴，餐补，零食下午茶，年终奖
移动端,android移动端开发,厦门,13000,21666,经验不限,大专,远方章鱼网络,移动互联网不需要融资20-99人,Android客户端产品研发 React Native Android开发经验, 王先生,节日福利，保底工资，股票期权，加班补助，五险一金，团建聚餐，底薪加提成，绩效奖金，年终奖，全勤奖
移动端,移动端产品经理,厦门,14083,24916,经验不限,大专,吃桌文化,社交网络未融资20-99人,移动端产品 C端产品 用户产品 社交、视频 海外产品, 姚女士,员工旅游，零食下午茶，节日福利，加班补助，带薪年假，餐补，五险一金，全勤奖，定期体检
移动端,移动端产品经理,北京,13000,23000,经验不限,大专,迈奇创想,互联网未融资100-499人,市场调研 产品设计 产品迭代, 陈女士,员工旅游，团建聚餐，生日福利，零食下午茶，节日福利，五险一金，带薪年假，加班补助，补充医疗保险，定期体检
移动端,测试工程师(移动端),杭州,11000,17000,经验不限,大专,布奇托,电子商务天使轮20-99人,测试工程师 自动化测试 功能测试 接口测试 电子商务, 俞女士,五险一金，定期体检，带薪年假，餐补，交通补助
移动端,移动端研发工程师,北京,15000,25000,经验不限,大专,中译语通,大数据D轮及以上500-999人,Android客户端产品研发 Java 计算机/软件工程相关专业 Android开发经验 linux shell Scala, 李女士,交通补助，有无线网，五险一金，节假日加班费，零食下午茶，带薪年假，意外险，补充医疗保险，餐补，节日福利，定期体检，高温补贴，年终奖，加班补助，通讯补贴，生日福利，健身房
移动端,移动端安卓工程师,深圳,56250,75000,经验不限,大专,北京字节跳动,互联网不需要融资10000人以上,Android客户端产品研发 Kotlin Java 数据结构/算法能力 计算机/软件工程相关专业 Android开发经验, 王先生,五险一金，包吃，带薪年假，年终奖，定期体检，就近租房补贴，家属自选保险，年度体检，节日礼品，家庭关爱假，法定节假日三薪，意外险，零食下午茶，绩效奖金，补充医疗保险，免费健身设施，加班补助，弹性工作制，节假日加班费，餐饮及下午茶
移动端,手机移动端软件开发,包头,5000,10000,经验不限,大专,内蒙征信,企业服务未融资20-99人,移动端开发, 赵女士, 
移动端,UI/E交互设计(移动端),石家庄,3041,4562,经验不限,大专,镜习科技,互联网天使轮20-99人,不接受居家办公 界面设计 PS 线下实习 交互设计 AI 切图和标注 平面设计 图标设计 视觉设计 原型设计 移动端 Sketch, 李先生,交通补助，生日福利，实习持股计划，零食下午茶，餐补，绩效奖金，团建聚餐，有无线网，股票期权，年终奖，转正机会，底薪加提成，意外险
移动端,移动端测试,阿勒泰地区,4000,5000,经验不限,大专,瑞安,其他生活服务不需要融资500-999人,功能测试, 杨女士, 
移动端,移动端Leader,武汉,40833,58333,经验不限,大专,作业帮,互联网D轮及以上10000人以上,Android客户端产品研发 架构设计/优化 研发流程优化 Java 计算机/软件工程相关专业, 陶女士,生日福利，节日福利，餐补，交通补助，有无线网，五险一金，年终奖，带薪年假，法定节假日三薪，定期体检，包吃，补充医疗保险
移动端,移动端测试,北京,10000,20000,经验不限,大专,一起教育科技,在线教育已上市10000人以上,android测试 ios测试 server端测试, 高女士,节日福利，年终奖，薪资open，带薪年假，额外福利年假，零食下午茶，餐补，定期体检，教育基金，补充医疗保险，五险一金，通讯补贴，员工旅游
移动端,移动端实习生,深圳,3041,4562,经验不限,大专,弘量科技,互联网金融B轮100-499人,Objective-C Swift 计算机/软件工程相关专业, 陈女士,餐补，定期体检，加班补助，带薪年假，股票期权，年终奖，补充医疗保险，节日福利，零食下午茶
移动端,移动端程序员,徐州,5000,6000,经验不限,大专,雷奥集团,医疗健康未融资100-499人,css3 bootstrap javascrpt, 于先生,全勤奖，带薪年假，餐补，年终奖，通讯补贴，包吃，零食下午茶，免费班车，员工旅游，交通补助，定期体检，节日福利，五险一金
移动端,移动端开发工程师,济南,8000,13000,经验不限,大专,智洋创新,人工智能已上市500-999人,Android开发经验 计算机/软件工程相关专业 前端开发经验 uniapp研发, 陈女士,年终奖，股票期权，五险一金，餐补，节日福利，员工旅游
移动端,移动端开发工程师,临沂,6000,11000,经验不限,大专,临沂阳光科技有限公司,互联网未融资20-99人,Android 移动端 IOS PC端, 薛女士, 
移动端,移动端开发工程师,北京,10645,12166,经验不限,本科,快手,社交网络与媒体已上市10000人以上,Android客户端产品研发 架构设计/优化 Java Kotlin 数据结构/算法能力 计算机/软件工程相关专业, 曾先生,节日福利，带薪年假，五险一金，补充医疗保险，股票期权，年终奖，定期体检
移动端,移动端开发工程师,上海,25000,37500,经验不限,本科,携程集团,互联网已上市10000人以上,Android客户端产品研发 Java React Native 计算机/软件工程相关专业, 姚女士,五险一金，免费班车，股票期权，节日福利，补充医疗保险，带薪年假，年终奖，混合办公，定期体检，员工旅游
移动端,阿里巴巴-智能信息-iOS移动端,广州,24000,46666,经验不限,本科,阿里巴巴神马搜索,移动互联网未融资20-99人,功能开发 性能优化 Objective-C C++ 多线程编程能力 计算机/软件工程相关专业 通信相关专业 大型项目开发经验, 张先生, 
移动端,移动端开发工程师,深圳,11000,20000,经验不限,本科,卓讯信息技术,计算机软件未融资100-499人,Android客户端产品研发 Java Kotlin 计算机/软件工程相关专业, 易女士,餐补，节日福利，零食下午茶，交通补助，五险一金
移动端,移动端高级开发工程师,郑州,4000,5000,经验不限,本科,交通规划设计研究院,建筑设计已上市1000-9999人,iOS SDK XML JSON, 刘女士,五险一金，股票期权，年终奖，定期体检，员工旅游，包吃，交通补助，餐补，节日福利
移动端,移动端开发工程师,南京,14000,18000,经验不限,本科,赛拉弗电力,新能源B轮20-99人,新能源, 张女士,节日福利，底薪加提成，保底工资，绩效奖金，五险一金
移动端,移动端开发工程师,宜昌,6000,10000,经验不限,本科,湖北智政,计算机软件未融资20-99人,JavaScript CSS, 喻先生,团建聚餐，餐补，加班补助，节日福利，有无线网，定期体检，年终奖，带薪年假，五险一金，绩效奖金
移动端,移动端开发工程师,太原,5000,8000,经验不限,本科,城安数智,计算机软件未融资20-99人,Kotlin Java Flutter, 加女士,节日福利，团建聚餐，年终奖，员工旅游，带薪年假，绩效奖金，有无线网
移动端,移动端开发工程师,武汉,15000,25000,经验不限,本科,亿趣,移动互联网不需要融资20-99人,研发流程优化 Android客户端产品研发 架构设计/优化 Kotlin Flutter 计算机/软件工程相关专业 Android开发经验 前端开发经验 Android 客户端, 陈先生,节日福利，生日福利，股票期权，团建聚餐，零食下午茶，员工旅游，节假日加班费，带薪年假，团建经费，年终奖，定期体检，绩效奖金，加班补助，法定节假日三薪，包吃，五险一金
移动端,软件测试工程师(移动端),西安,7000,9000,经验不限,本科,G-Power,互联网未融资100-499人,测试工程师 自动化测试 移动端测试, 周先生,五险一金，补充医疗保险，节日福利，员工旅游，意外险，年终奖，零食下午茶，加班补助，生日福利，带薪年假，定期体检，团建聚餐
移动端,移动端开发,北京,10000,15000,经验不限,本科,北京心星系科技发展,社交网络未融资0-20人,移动开发 Android开发 小程序开发, 李先生,股票期权，绩效奖金
移动端,移动端开发,济南,12000,24000,经验不限,本科,临工重机(济南),专用设备未融资1000-9999人,计算机/软件工程相关专业 通信相关专业 前端开发经验, 杨女士,年终奖，免费班车，加班补助，带薪年假，交通补助，五险一金，包吃
移动端,QQ移动端,深圳,17500,29166,经验不限,本科,深圳腾娱互动科技,游戏不需要融资1000-9999人,Android客户端产品研发, 苏女士,定期体检，年终奖，五险一金，补充医疗保险
移动端,移动端开发,杭州,10000,15000,经验不限,本科,杭州奥软科技有限公司,计算机软件A轮20-99人,移动端, 邵先生,生日福利，绩效奖金，底薪加提成，员工旅游，股票期权，年终奖，团建聚餐，有无线网
移动端,移动端测试,长春,2000,4000,经验不限,本科,联付网络科技,移动互联网未融资20-99人,自动化测试 白盒测试 黑盒测试, 韩女士,五险一金，节日福利
移动端,移动端测试,惠州,14000,17500,经验不限,本科,TCL实业,智能硬件不需要融资10000人以上,自动化测试经验 Java iOS/Android测试经验 测试工作经验 性能测试 功能测试 APP测试 Android测试 Android Shell 自动化测试 软件测试 网络测试 Python, 刘先生,带薪年假，免费班车，五险一金，年终奖，定期体检，员工旅游，零食下午茶
移动端,移动端开发工程师,西安,16333,29166,经验不限,本科,华为,计算机软件不需要融资10000人以上,Android客户端产品研发 Java 计算机/软件工程相关专业 Android开发经验 大规模应用开发/维护经验, 符先生,年终奖，定期体检，节日福利，五险一金，餐补，股票期权，员工旅游，加班补助，零食下午茶，补充医疗保险
移动端,Android 移动端开发岗,西安,7583,13000,经验不限,本科,贝志科技,计算机软件未融资20-99人,Android客户端产品研发 计算机/软件工程相关专业 Android开发经验, 闫先生,补充医疗保险，全勤奖，节日福利，餐补，通讯补贴，年终奖，五险一金，交通补助，带薪年假，保底工资，绩效奖金
移动端,移动端开发工程师,长沙,10000,15000,经验不限,本科,禾辰纵横,运营商/增值服务未融资20-99人,Android客户端产品研发 架构设计/优化 React Native 计算机/软件工程相关专业 Android开发经验 前端开发经验, 符女士,交通补助，生日福利，零食下午茶，有无线网，团建聚餐，保底工资，补充医疗保险，工龄奖，带薪年假，节日福利，加班补助
移动端,移动端开发工程师,深圳,12000,20000,经验不限,本科,怡亚通,移动互联网已上市10000人以上,功能开发 React Native, 熊女士,定期体检，节日福利，意外险，五险一金，免费班车，工龄奖，团建聚餐，带薪年假，餐补，高温补贴，年终奖，绩效奖金，生日福利
移动端,移动端开发工程师,厦门,6000,10000,经验不限,本科,元创兴业,互联网未融资100-499人,技术方案规划 架构设计 功能开发 数据结构/算法能力 架构能力 独立开发且上线经验 混合开发经验 全栈开发经验, 蔡先生,带薪年假，定期体检，绩效奖金，员工旅游，通讯补贴，年终奖，五险一金，交通补助
移动端,移动端开发工程师,北京,12000,20000,经验不限,本科,航天信息,计算机软件已上市10000人以上,计算机/软件工程相关专业, 陈女士,带薪年假，五险一金，节日福利，通讯补贴，定期体检，年终奖，交通补助，餐补
移动端,移动端开发工程师,北京,25000,28000,经验不限,本科,未源纵衡网络科技,移动互联网天使轮0-20人,Android客户端产品研发 架构设计/优化 研发流程优化 Java Kotlin React Native 计算机/软件工程相关专业 Android开发经验 大规模应用开发/维护经验, 黄先生,有无线网，包吃，股票期权，五险一金
移动端,移动端开发工程师,北京,8000,13000,经验不限,本科,水滴物联,互联网0-20人,React JavaScript CSS 前端开发经验 计算机/软件工程相关专业, 王女士, 
移动端,移动端开发工程师,无锡,10000,15000,经验不限,本科,无锡芯享,电子/半导体/集成电路B轮500-999人,移动端 Android IOS 软件工程师 VUE Angular, 徐女士,生日福利，节日福利，绩效奖金，带薪年假，五险一金，有无线网，免费工装，意外险，团建聚餐，交通补助，员工旅游
移动端,h5开发工程师(移动端),深圳,8000,10000,经验不限,本科,艾姆拜氪,社交网络A轮20-99人,Vue HTML5 移动端, 王先生,节假日加班费，年终奖，有无线网，带薪年假，交通补助，团建聚餐，零食下午茶，餐补，夜班补助，节日福利，绩效奖金，五险一金，员工旅游，定期体检，加班补助
移动端,移动端产品经理,北京,10833,16250,经验不限,本科,优讯科技,计算机软件100-499人,B端产品 移动端产品 小程序/H5产品, 杨女士, 
移动端,移动端UI设计,重庆,4000,6000,经验不限,本科,辰领科技,计算机软件不需要融资20-99人,AI PS Xd 用户体验 移动交互 App设计, 杨先生,五险一金，加班补助，年终奖，员工旅游，节日福利，零食下午茶
移动端,移动端主管(珠海办公),珠海,18000,30000,经验不限,本科,mFood,餐饮不需要融资100-499人,功能开发 Flutter, 黄女士,员工旅游，零食下午茶，带薪年假，五险一金，定期体检，年终奖，节日福利
移动端,移动端产品经理,重庆,8000,12000,经验不限,本科,森梅医疗,计算机软件天使轮20-99人,产品设计 需求分析 Axure Mind, 李女士,带薪年假，笔记电脑补贴，五险一金，出差补贴
移动端,移动端开发工程师,沈阳,10000,15000,5-10,本科,君南圣达,大数据未融资500-999人,Vue, 刘女士,定期体检，电脑补助，带薪年假，餐补，五险一金
移动端,移动端开发工程师,济南,6000,8000,5-10,本科,融为科技,计算机软件未融资20-99人,Java Hybrid开发, 冀女士,员工旅游，绩效奖金，五险一金，补充医疗保险，专业培训，通讯补贴，年终奖
